mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	2/2	1	0						firstMeasure	2
2	2	0	2/2	1	0							3
3	3	0	2/2	1	0							4
4	4	0	2/2	1	0							5
5	5	0	2/2	1	0							6
6	6	0	2/2	1	0							7
7	7	0	2/2	1	0							8
8	8	0	2/2	1	0							9
9	9	0	2/2	1	0							10
10	10	0	2/2	1	0					line		11
11	11	0	2/2	1	0							12
12	12	0	2/2	1	0							13
13	13	0	2/2	1	0							14
14	14	0	2/2	1	0							15
15	15	0	2/2	1	0							16
16	16	0	2/2	1	0							17
17	17	0	2/2	1	0							18
18	18	0	2/2	1	0							19
19	19	0	2/2	1	0							20
20	20	0	2/2	1	0							21
21	21	0	2/2	1	0							22
22	22	0	2/2	1	0					page		23
23	23	0	2/2	1	0							24
24	24	0	2/2	1	0							25
25	25	0	2/2	1	0							26
26	26	0	2/2	1	0							27
27	27	0	2/2	1	0							28
28	28	0	2/2	1	0							29
29	29	0	2/2	1	0							30
30	30	0	2/2	1	0					line		31
31	31	0	2/2	1	0							32
32	32	0	2/2	1	0							33
33	33	0	2/2	1	0							34
34	34	0	2/2	1	0							35
35	35	0	2/2	1	0							36
36	36	0	2/2	1	0							37
37	37	0	2/2	1	0							38
38	38	0	2/2	1	0					line		39
39	39	0	2/2	1	0							40
40	40	0	2/2	1	0							41
41	41	0	2/2	1	0							42
42	42	0	2/2	1	0							43
43	43	0	2/2	1	0							44
44	44	0	2/2	1	0							45
45	45	0	2/2	1	0							46
46	46	0	2/2	1	0							47
47	47	0	2/2	1	0					line		48
48	48	0	2/2	1	0							49
49	49	0	2/2	1	0							50
50	50	0	2/2	1	0							51
51	51	0	2/2	1	0							52
52	52	0	2/2	1	0							53
53	53	0	2/2	1	0							54
54	54	0	2/2	1	0							55
55	55	0	2/2	1	0					line		56
56	56	0	2/2	1	0							57
57	57	0	2/2	1	0							58
58	58	0	2/2	1	0							59
59	59	0	2/2	1	0							60
60	60	0	2/2	1	0							61
61	61	0	2/2	1	0							62
62	62	0	2/2	1	0							63
63	63	0	2/2	1	0					page		64
64	64	0	2/2	1	0							65
65	65	0	2/2	1	0							66
66	66	0	2/2	1	0							67
67	67	0	2/2	1	0							68
68	68	0	2/2	1	0							69
69	69	0	2/2	1	0							70
70	70	0	2/2	1	0							71
71	71	0	2/2	1	0					line		72
72	72	0	2/2	1	0							73
73	73	0	2/2	1	0							74
74	74	0	2/2	1	0							75
75	75	0	2/2	1	0							76
76	76	0	2/2	1	0							77
77	77	0	2/2	1	0							78
78	78	0	2/2	1	0							79
79	79	0	2/2	1	0					line		80
80	80	0	2/2	1	0							81
81	81	0	2/2	1	0							82
82	82	0	2/2	1	0							83
83	83	0	2/2	1	0							84
84	84	0	2/2	1	0							85
85	85	0	2/2	1	0							86
86	86	0	2/2	1	0							87
87	87	0	2/2	1	0							88
88	88	0	2/2	1	0					line		89
89	89	0	2/2	1	0							90
90	90	0	2/2	1	0							91
91	91	0	2/2	1	0							92
92	92	0	2/2	1	0							93
93	93	0	2/2	1	0							94
94	94	0	2/2	1	0							95
95	95	0	2/2	1	0							96
96	96	0	2/2	1	0					line		97
97	97	0	2/2	1	0							98
98	98	0	2/2	1	0							99
99	99	0	2/2	1	0							100
100	100	0	2/2	1	0							101
101	101	0	2/2	1	0							102
102	102	0	2/2	1	0							103
103	103	0	2/2	1	0							104
104	104	0	2/2	1	0							105
105	105	0	2/2	1	0							106
106	106	0	2/2	1	0					page		107
107	107	0	2/2	1	0							108
108	108	0	2/2	1	0							109
109	109	0	2/2	1	0							110
110	110	0	2/2	1	0							111
111	111	0	2/2	1	0							112
112	112	0	2/2	1	0							113
113	113	0	2/2	1	0							114
114	114	0	2/2	1	0							115
115	115	0	2/2	1	0							116
116	116	0	2/2	1	0							117
117	117	0	2/2	1	0					line		118
118	118	0	2/2	1	0							119
119	119	0	2/2	1	0							120
120	120	0	2/2	1	0							121
121	121	0	2/2	1	0							122
122	122	0	2/2	1	0							123
123	123	0	2/2	1	0							124
124	124	0	2/2	1	0							125
125	125	0	2/2	1	0					line		126
126	126	0	2/2	1	0							127
127	127	0	2/2	1	0							128
128	128	0	2/2	1	0							129
129	129	0	2/2	1	0							130
130	130	0	2/2	1	0							131
131	131	0	2/2	1	0							132
132	132	0	2/2	1	0							133
133	133	0	2/2	1	0					line		134
134	134	0	2/2	1	0							135
135	135	0	2/2	1	0							136
136	136	0	2/2	1	0							137
137	137	0	2/2	1	0							138
138	138	0	2/2	1	0							139
139	139	0	2/2	1	0							140
140	140	0	2/2	1	0							141
141	141	0	2/2	1	0					line		142
142	142	0	2/2	1	0							143
143	143	0	2/2	1	0							144
144	144	0	2/2	1	0							145
145	145	0	2/2	1	0							146
146	146	0	2/2	1	0							147
147	147	0	2/2	1	0							148
148	148	0	2/2	1	0							149
149	149	0	2/2	1	0					page		150
150	150	0	2/2	1	0							151
151	151	0	2/2	1	0							152
152	152	0	2/2	1	0							153
153	153	0	2/2	1	0							154
154	154	0	2/2	1	0							155
155	155	0	2/2	1	0							156
156	156	0	2/2	1	0							157
157	157	0	2/2	1	0					line		158
158	158	0	2/2	1	0							159
159	159	0	2/2	1	0							160
160	160	0	2/2	1	0							161
161	161	0	2/2	1	0							162
162	162	0	2/2	1	0							163
163	163	0	2/2	1	0							164
164	164	0	2/2	1	0							165
165	165	0	2/2	1	0							166
166	166	0	2/2	1	0							167
167	167	0	2/2	1	0					line		168
168	168	0	2/2	1	0							169
169	169	0	2/2	1	0							170
170	170	0	2/2	1	0							171
171	171	0	2/2	1	0							172
172	172	0	2/2	1	0							173
173	173	0	2/2	1	0							174
174	174	0	2/2	1	0							175
175	175	0	2/2	1	0							176
176	176	0	2/2	1	0							177
177	177	0	2/2	1	0							178
178	178	0	2/2	1	0							179
179	179	0	2/2	1	0					line		180
180	180	0	2/2	1	0							181
181	181	0	2/2	1	0							182
182	182	0	2/2	1	0							183
183	183	0	2/2	1	0							184
184	184	0	2/2	1	0							185
185	185	0	2/2	1	0							186
186	186	0	2/2	1	0							187
187	187	0	2/2	1	0							188
188	188	0	2/2	1	0							189
189	189	0	2/2	1	0					line		190
190	190	0	2/2	1	0							191
191	191	0	2/2	1	0							192
192	192	0	2/2	1	0							193
193	193	0	2/2	1	0							194
194	194	0	2/2	1	0							195
195	195	0	2/2	1	0							196
196	196	0	2/2	1	0							197
197	197	0	2/2	1	0							198
198	198	0	2/2	1	0					page		199
199	199	0	2/2	1	0							200
200	200	0	2/2	1	0							201
201	201	0	2/2	1	0							202
202	202	0	2/2	1	0							203
203	203	0	2/2	1	0							204
204	204	0	2/2	1	0							205
205	205	0	2/2	1	0							206
206	206	0	2/2	1	0							207
207	207	0	2/2	1	0					line		208
208	208	0	2/2	1	0							209
209	209	0	2/2	1	0							210
210	210	0	2/2	1	0							211
211	211	0	2/2	1	0							212
212	212	0	2/2	1	0							213
213	213	0	2/2	1	0							214
214	214	0	2/2	1	0							215
215	215	0	2/2	1	0					line		216
216	216	0	2/2	1	0							217
217	217	0	2/2	1	0							218
218	218	0	2/2	1	0							219
219	219	0	2/2	1	0							220
220	220	0	2/2	1	0							221
221	221	0	2/2	1	0							222
222	222	0	2/2	1	0							223
223	223	0	2/2	1	0					line		224
224	224	0	2/2	1	0							225
225	225	0	2/2	1	0							226
226	226	0	2/2	1	0							227
227	227	0	2/2	1	0							228
228	228	0	2/2	1	0							229
229	229	0	2/2	1	0							230
230	230	0	2/2	1	0							231
231	231	0	2/2	1	0							232
232	232	0	2/2	1	0					line		233
233	233	0	2/2	1	0							234
234	234	0	2/2	1	0							235
235	235	0	2/2	1	0							236
236	236	0	2/2	1	0							237
237	237	0	2/2	1	0							238
238	238	0	2/2	1	0							239
239	239	0	2/2	1	0							240
240	240	0	2/2	1	0					page		241
241	241	0	2/2	1	0							242
242	242	0	2/2	1	0							243
243	243	0	2/2	1	0							244
244	244	0	2/2	1	0							245
245	245	0	2/2	1	0							246
246	246	0	2/2	1	0							247
247	247	0	2/2	1	0							248
248	248	0	2/2	1	0							249
249	249	0	2/2	1	0							250
250	250	0	2/2	1	0					line		251
251	251	0	2/2	1	0							252
252	252	0	2/2	1	0							253
253	253	0	2/2	1	0							254
254	254	0	2/2	1	0							255
255	255	0	2/2	1	0							256
256	256	0	2/2	1	0							257
257	257	0	2/2	1	0							258
258	258	0	2/2	1	0					line		259
259	259	0	2/2	1	0							260
260	260	0	2/2	1	0							261
261	261	0	2/2	1	0							262
262	262	0	2/2	1	0							263
263	263	0	2/2	1	0							264
264	264	0	2/2	1	0							265
265	265	0	2/2	1	0							266
266	266	0	2/2	1	0					line		267
267	267	0	2/2	1	0							268
268	268	0	2/2	1	0							269
269	269	0	2/2	1	0							270
270	270	0	2/2	1	0							271
271	271	0	2/2	1	0							272
272	272	0	2/2	1	0							273
273	273	0	2/2	1	0							274
274	274	0	2/2	1	0							275
275	275	0	2/2	1	0							276
276	276	0	2/2	1	0							277
277	277	0	2/2	1	0							278
278	278	0	2/2	1	0							279
279	279	0	2/2	1	0							280
280	280	0	2/2	1	0					line		281
281	281	0	2/2	1	0							282
282	282	0	2/2	1	0							283
283	283	0	2/2	1	0							284
284	284	0	2/2	1	0							285
285	285	0	2/2	1	0							286
286	286	0	2/2	1	0							287
287	287	0	2/2	1	0							288
288	288	0	2/2	1	0							289
289	289	0	2/2	1	0					page		290
290	290	0	2/2	1	0							291
291	291	0	2/2	1	0							292
292	292	0	2/2	1	0							293
293	293	0	2/2	1	0							294
294	294	0	2/2	1	0							295
295	295	0	2/2	1	0							296
296	296	0	2/2	1	0							297
297	297	0	2/2	1	0					line		298
298	298	0	2/2	1	0							299
299	299	0	2/2	1	0							300
300	300	0	2/2	1	0							301
301	301	0	2/2	1	0							302
302	302	0	2/2	1	0							303
303	303	0	2/2	1	0							304
304	304	0	2/2	1	0							305
305	305	0	2/2	1	0							306
306	306	0	2/2	1	0					line		307
307	307	0	2/2	1	0							308
308	308	0	2/2	1	0							309
309	309	0	2/2	1	0							310
310	310	0	2/2	1	0							311
311	311	0	2/2	1	0							312
312	312	0	2/2	1	0							313
313	313	0	2/2	1	0							314
314	314	0	2/2	1	0							315
315	315	0	2/2	1	0					line		316
316	316	0	2/2	1	0							317
317	317	0	2/2	1	0							318
318	318	0	2/2	1	0							319
319	319	0	2/2	1	0							320
320	320	0	2/2	1	0							321
321	321	0	2/2	1	0							322
322	322	0	2/2	1	0							323
323	323	0	2/2	1	0					line		324
324	324	0	2/2	1	0							325
325	325	0	2/2	1	0							326
326	326	0	2/2	1	0							327
327	327	0	2/2	1	0							328
328	328	0	2/2	1	0							329
329	329	0	2/2	1	0							330
330	330	0	2/2	1	0							331
331	331	0	2/2	1	0					page		332
332	332	0	2/2	1	0							333
333	333	0	2/2	1	0							334
334	334	0	2/2	1	0							335
335	335	0	2/2	1	0							336
336	336	0	2/2	1	0							337
337	337	0	2/2	1	0							338
338	338	0	2/2	1	0							339
339	339	0	2/2	1	0							340
340	340	0	2/2	1	0							341
341	341	0	2/2	1	0							342
342	342	0	2/2	1	0							343
343	343	0	2/2	1	0							344
344	344	0	2/2	1	0							345
345	345	0	2/2	1	0							346
346	346	0	2/2	1	0					line		347
347	347	0	2/2	1	0							348
348	348	0	2/2	1	0							349
349	349	0	2/2	1	0							350
350	350	0	2/2	1	0							351
351	351	0	2/2	1	0							352
352	352	0	2/2	1	0							353
353	353	0	2/2	1	0							354
354	354	0	2/2	1	0							355
355	355	0	2/2	1	0							356
356	356	0	2/2	1	0							357
357	357	0	2/2	1	0							358
358	358	0	2/2	1	0							359
359	359	0	2/2	1	0							360
360	360	0	2/2	1	0							361
361	361	0	2/2	1	0							362
362	362	0	2/2	1	0							363
363	363	0	2/2	1	0							364
364	364	0	2/2	1	0				double	line		365
365	365	-1	3/4	3/4	0							366
366	366	-1	3/4	3/4	0							367
367	367	-1	3/4	3/4	0				double			368
368	368	0	4/4	1	0							369
369	369	0	4/4	1	0							370
370	370	0	4/4	1	0							371
371	371	0	4/4	1	0							372
372	372	0	4/4	7/8	0				double			373
373	372	3	3/4	1/8	5/8			1				374
374	373	3	3/4	3/4	0							375
375	374	3	3/4	3/4	0							376
376	375	3	3/4	3/4	0							377
377	376	3	3/4	3/4	0							378
378	377	3	3/4	3/4	0							379
379	378	3	3/4	3/4	0							380
380	379	3	3/4	3/4	0							381
381	380	3	3/4	3/4	0							382
382	381	3	3/4	3/4	0							383
383	382	3	3/4	3/4	0							384
384	383	3	3/4	3/4	0							385
385	384	3	3/4	3/4	0							386
386	385	3	3/4	3/4	0							387
387	386	3	3/4	3/4	0							388
388	387	3	3/4	3/4	0							389
389	388	3	3/4	3/4	0							390
390	389	3	3/4	3/4	0							391
391	390	3	3/4	3/4	0							392
392	391	3	3/4	3/4	0							393
393	392	3	3/4	3/4	0							394
394	393	3	3/4	3/4	0							395
395	394	3	3/4	3/4	0							396
396	395	3	3/4	3/4	0							397
397	396	3	3/4	3/4	0							398
398	397	3	3/4	3/4	0				end		lastMeasure	-1
