mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1	Eb.I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	4/4	4	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
2	2	0	0	4/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	1/8	1/8	4/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
3	3	1/4	1/4	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	3/8	3/8	4/4	4	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	1/2	1/2	4/4	4	1	I(74)	Eb	I		I(74)		I			74				M	0	0	0, -1, 1	5	0	0
3	3	3/4	3/4	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
4	4	0	0	4/4	4	1	iv6/iii	Eb	I		iv6/iii		iv		6		iii			m	0	0	0, 4, 3		3	0
5	5	0	0	4/4	4	1	V7/iii	Eb	I		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
6	6	1/8	1/8	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	1/4	1/4	4/4	4	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
6	6	1/2	1/2	4/4	4	1	viio64/V	Eb	I		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
6	6	3/4	3/4	4/4	4	1	#viio6/vi	Eb	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
7	7	0	0	4/4	4	1	#viio6(2)/vi	Eb	I		#viio6(2)/vi		#vii	o	6	2	vi			o	0	0	5, 2, 3		8	5
7	7	1/4	1/4	4/4	4	1	V64(b5)/vi	Eb	I		V64(b5)/vi		V		64	b5	vi			M	0	0	-2, 4, 8		4	-2
7	7	1/2	1/2	4/4	4	1	V65(6)/ii	Eb	I		V65(6)/ii		V		65	6	ii			Mm7	0	0	7, -1, 1, 3		3	7
7	7	3/4	3/4	4/4	4	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
8	8	0	0	4/4	4	1	ii(9)	Eb	I		ii(9)		ii			9				m	0	0	2, -1, 3	4	2	2
8	8	1/8	1/8	4/4	4	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
8	8	1/4	1/4	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	8	1/2	1/2	4/4	4	1	V7(4)	Eb	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
8	8	3/4	3/4	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	7/8	7/8	4/4	4	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
9	9	1/4	1/4	4/4	4	1	V6(6)	Eb	I		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
9	9	3/8	3/8	4/4	4	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	1/2	1/2	4/4	4	1	I(94)	Eb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
9	9	3/4	3/4	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	9	7/8	7/8	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
10	10	0	0	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	1/4	1/4	4/4	4	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	10	3/8	3/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	1/2	1/2	4/4	4	1	ii6(#7)	Eb	I		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
10	10	3/4	3/4	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	7/8	7/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
11	11	0	0	4/4	4	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
11	11	1/8	1/8	4/4	4	1	ii2	Eb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
11	11	1/4	1/4	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	11	3/8	3/8	4/4	4	1	bVII64	Eb	I		bVII64		bVII		64					M	0	0	-1, -2, 2		-2	-1
11	11	1/2	1/2	4/4	4	1	V43(4)/IV	Eb	I		V43(4)/IV		V		43	4	IV			Mm7	0	0	1, -2, 0, -1		0	1
11	11	3/4	3/4	4/4	4	1	V43/IV	Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
11	11	7/8	7/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
12	12	0	0	4/4	4	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
12	12	1/4	1/4	4/4	4	1	viio6/IV	Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
12	12	1/2	1/2	4/4	4	1	V43/V	Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
12	12	3/4	3/4	4/4	4	1	viio6/V	Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
12	12	7/8	7/8	4/4	4	1	viio64/V	Eb	I		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
13	13	0	0	4/4	4	1	iv6	Eb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
13	13	1/8	1/8	4/4	4	1	iv64	Eb	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
13	13	3/8	3/8	4/4	4	1	iv6	Eb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
13	13	1/2	1/2	4/4	4	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
13	13	5/8	5/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
13	13	7/8	7/8	4/4	4	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
14	14	0	0	4/4	4	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
14	14	1/2	1/2	4/4	4	1	V2(4)	Eb	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
14	14	5/8	5/8	4/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	15	0	0	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	3/8	3/8	4/4	4	1	V7/vi	Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
15	15	1/2	1/2	4/4	4	1	IV(11)	Eb	I		IV(11)		IV			11				M	0	0	-1, 3, 0	5	-1	-1
15	15	3/4	3/4	4/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	16	3/4	3/4	4/4	4	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
16	16	7/8	7/8	4/4	4	1	ii7	Eb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
17	17	0	0	4/4	4	1	V43(4)	Eb	I		V43(4)		V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
17	17	1/2	1/2	4/4	4	1	V43\\	Eb	I		V43		V		43				\\	Mm7	0	0	2, -1, 1, 5		1	2
18	17	0	3/4	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	18	0	0	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
19	18	1/4	1/4	4/4	4	1	viio6/V	Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
19	18	1/2	1/2	4/4	4	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
20	19	0	0	4/4	4	1	IV(11)	Eb	I		IV(11)		IV			11				M	0	0	-1, 3, 0	5	-1	-1
20	19	1/4	1/4	4/4	4	1	vii%43	Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
20	19	1/2	1/2	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	3/4	3/4	4/4	4	1	vi43	Eb	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
21	20	0	0	4/4	4	1	ii(94)	Eb	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
21	20	1/2	1/2	4/4	4	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
21	20	3/4	3/4	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	21	0	0	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
22	21	3/4	3/4	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	22	0	0	4/4	4	1	ii65(2)	Eb	I		ii65(2)		ii		65	2				mm7	0	0	-1, 3, 0, 4		2	-1
23	22	1/4	1/4	4/4	4	1	ii65	Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
23	22	1/2	1/2	4/4	4	1	V43(9)/IV	Eb	I		V43(9)/IV		V		43	9	IV			Mm7	0	0	1, -2, 0, 4	2	0	1
23	22	3/4	3/4	4/4	4	1	V43/IV	Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
24	23	0	0	4/4	4	1	IV6(7)	Eb	I		IV6(7)		IV		6	7				M	0	0	3, 0, 4		-1	3
24	23	1/4	1/4	4/4	4	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	23	1/2	1/2	4/4	4	1	I(64)	Eb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
25	24	0	0	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
25	24	1/2	1/2	4/4	4	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
25	24	3/4	3/4	4/4	4	1	vii%7/V	Eb	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
26	25	0	0	4/4	4	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
26	25	1/2	1/2	4/4	4	1	V\\	Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
26	25	3/4	3/4	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
27	26	0	0	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
27	26	1/4	1/4	4/4	4	1	viio6/V	Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
27	26	1/2	1/2	4/4	4	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
27	26	3/4	3/4	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
28	27	0	0	4/4	4	1	IV(11)	Eb	I		IV(11)		IV			11				M	0	0	-1, 3, 0	5	-1	-1
28	27	1/4	1/4	4/4	4	1	vii%43	Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
28	27	1/2	1/2	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
28	27	3/4	3/4	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
29	28	0	0	4/4	4	1	ii(94)	Eb	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
29	28	1/4	1/4	4/4	4	1	ii7(94)	Eb	I		ii7(94)		ii		7	94				mm7	0	0	2, 1, 3, 0	4	2	2
29	28	1/2	1/2	4/4	4	1	V(6)	Eb	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
29	28	3/4	3/4	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	0	0	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
31	30	0	0	4/4	4	1	V2/IV	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
32	31	0	0	4/4	4	1	IV6(14)	Eb	I		IV6(14)		IV		6	14				M	0	0	3, 0, -1	4	-1	3
32	31	1/4	1/4	4/4	4	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
33	32	0	0	4/4	4	1	V43/IV	Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
33	32	1/2	1/2	4/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
33	32	3/4	3/4	4/4	4	1	V+65/IV	Eb	I		V+65/IV		V	+	65		IV			+7	0	0	4, 8, -2, 0		0	4
34	33	0	0	4/4	4	1	IV(#9)	Eb	I		IV(#9)		IV			#9				M	0	0	-1, 3, 0	8	-1	-1
34	33	1/8	1/8	4/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
34	33	3/4	3/4	4/4	4	1	ii65	Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
35	34	0	0	4/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
36	35	0	0	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	35	1/2	1/2	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	0	0	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	36	1/4	1/4	4/4	4	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
37	36	1/2	1/2	4/4	4	1	V7(96)	Eb	I		V7(96)		V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1
37	36	3/4	3/4	4/4	4	1	V7(6)	Eb	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
37	36	7/8	7/8	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	37	0	0	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
38	37	1/2	1/2	4/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
39	38	0	0	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
39	38	1/2	1/2	4/4	4	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	39	0	0	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
40	39	1/2	1/2	4/4	4	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
41	40	0	0	4/4	4	1	V(4)	Eb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
41	40	1/4	1/4	4/4	4	1	V7(4)	Eb	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
41	40	1/2	1/2	4/4	4	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
41	40	3/4	3/4	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	41	0	0	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
42	41	1/2	1/2	4/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	42	0	0	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
43	42	1/2	1/2	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	43	0	0	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
44	43	1/2	1/2	4/4	4	1	viio43(+2)/V	Eb	I		viio43(+2)/V		vii	o	43	+2	V			o7	0	0	0, -3, 6, 3	1	6	0
45	44	0	0	4/4	4	1	V(4)	Eb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
45	44	1/4	1/4	4/4	4	1	V7(4)	Eb	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
45	44	1/2	1/2	4/4	4	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
45	44	3/4	3/4	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	45	0	0	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
46	45	1/2	1/2	4/4	4	1	vi6(#7)	Eb	I		vi6(#7)		vi		6	#7				m	0	0	0, 4, 8		3	0
47	46	0	0	4/4	4	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
47	46	1/2	1/2	4/4	4	1	V65(6)/ii	Eb	I		V65(6)/ii		V		65	6	ii			Mm7	0	0	7, -1, 1, 3		3	7
47	46	3/4	3/4	4/4	4	1	V7/ii	Eb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
48	47	0	0	4/4	4	1	ii(9#7)	Eb	I		ii(9#7)		ii			9#7				m	0	0	2, -1, 3	4, 7	2	2
48	47	1/4	1/4	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	47	1/2	1/2	4/4	4	1	V.bIII6	Eb	V		bIII6		bIII		6					M	0	0	1, -2, -3		-3	1
49	48	0	0	4/4	4	1	viio6/IV	Eb	V		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
49	48	1/2	1/2	4/4	4	1	V6(13)/vi	Eb	V		V6(13)/vi		V		6	13	vi			M	0	0	8, 5, 4	0	4	8
49	48	3/4	3/4	4/4	4	1	V7/vi	Eb	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
50	49	0	0	4/4	4	1	vi(9#74)	Eb	V		vi(9#74)		vi			9#74				m	0	0	3, 2, 4	5, 8	3	3
50	49	1/4	1/4	4/4	4	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
50	49	1/2	1/2	4/4	4	1	V2/vi	Eb	V		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
51	50	0	0	4/4	4	1	vi6	Eb	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
51	50	1/4	1/4	4/4	4	1	V(64)/vi	Eb	V		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
51	50	1/2	1/2	4/4	4	1	V65/vi	Eb	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
51	50	3/4	3/4	4/4	4	1	V7/vi	Eb	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
52	51	0	0	4/4	4	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
52	51	1/2	1/2	4/4	4	1	V2/vi	Eb	V		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
53	52	0	0	4/4	4	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
53	52	1/4	1/4	4/4	4	1	vi6	Eb	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
53	52	1/2	1/2	4/4	4	1	V65/vi	Eb	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
53	52	3/4	3/4	4/4	4	1	V7/vi	Eb	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
54	53	0	0	4/4	4	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
54	53	3/4	3/4	4/4	4	1	#viio/vi	Eb	V		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
55	54	0	0	4/4	4	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
56	55	0	0	4/4	4	1	viio65/V	Eb	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
58	57	0	0	4/4	4	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
60	59	0	0	4/4	4	1	V[I	Eb	V	V	I		I							M	0	0	0, 4, 1		0	0
